Date,High,Low,Close,Adj Close,Volume,Open,Interest,Currency,Inflation,Day,Month
1997-09-16,0.177083,0.15599,0.167708,0.167708,128640000,0.15625,6.21,0.6244864,2.2,16,9
1997-09-17,0.175,0.166667,0.170313,0.170313,52152000,0.172917,6.21,0.6244864,2.2,17,9
1997-09-18,0.173438,0.164063,0.164583,0.164583,42576000,0.171875,6.21,0.6244864,2.2,18,9
1997-09-19,0.204167,0.16875,0.197396,0.197396,178584000,0.16901,6.21,0.6244864,2.2,19,9
1997-09-22,0.233854,0.197396,0.225,0.225,338760000,0.2,6.21,0.6244864,2.2,22,9
1997-09-23,0.232292,0.219792,0.23125,0.23125,153648000,0.224479,6.21,0.6244864,2.2,23,9
1997-09-24,0.240625,0.214583,0.21875,0.21875,164016000,0.232292,6.21,0.6244864,2.2,24,9
1997-09-25,0.217708,0.202604,0.203906,0.203906,99360000,0.217188,6.21,0.6244864,2.2,25,9
1997-09-26,0.213021,0.202604,0.208333,0.208333,54624000,0.203646,6.21,0.6244864,2.2,26,9
1997-09-29,0.209375,0.197917,0.202083,0.202083,47424000,0.207292,6.21,0.6244864,2.2,29,9
1997-09-30,0.217448,0.190104,0.216927,0.216927,105096000,0.2,6.21,0.6244864,2.2,30,9
1997-10-01,0.225,0.196875,0.201042,0.201042,99984000,0.221875,6.03,0.6124305,2.1,1,10
1997-10-02,0.208854,0.199479,0.200521,0.200521,37536000,0.202083,6.03,0.6124305,2.1,2,10
1997-10-03,0.20625,0.198958,0.200781,0.200781,23280000,0.204167,6.03,0.6124305,2.1,3,10
1997-10-06,0.20625,0.197135,0.20625,0.20625,40560000,0.2,6.03,0.6124305,2.1,6,10
1997-10-07,0.209375,0.202083,0.202865,0.202865,34848000,0.204167,6.03,0.6124305,2.1,7,10
1997-10-08,0.208333,0.199219,0.20026,0.20026,56136000,0.207292,6.03,0.6124305,2.1,8,10
1997-10-09,0.201042,0.186979,0.1875,0.1875,79008000,0.2,6.03,0.6124305,2.1,9,10
1997-10-10,0.203125,0.183333,0.195052,0.195052,75744000,0.186458,6.03,0.6124305,2.1,10,10
1997-10-13,0.202083,0.196354,0.2,0.2,16296000,0.196354,6.03,0.6124305,2.1,13,10
1997-10-14,0.205208,0.191667,0.198958,0.198958,30936000,0.203125,6.03,0.6124305,2.1,14,10
1997-10-15,0.198438,0.188542,0.196094,0.196094,47112000,0.198438,6.03,0.6124305,2.1,15,10
1997-10-16,0.198958,0.180208,0.18125,0.18125,69624000,0.198958,6.03,0.6124305,2.1,16,10
1997-10-17,0.182813,0.176042,0.18125,0.18125,50688000,0.180729,6.03,0.6124305,2.1,17,10
1997-10-20,0.19375,0.183333,0.191146,0.191146,98256000,0.183854,6.03,0.6124305,2.1,20,10
1997-10-21,0.221875,0.192708,0.221354,0.221354,241920000,0.197917,6.03,0.6124305,2.1,21,10
1997-10-22,0.23099,0.21875,0.226042,0.226042,104160000,0.220833,6.03,0.6124305,2.1,22,10
1997-10-23,0.228125,0.209375,0.225,0.225,113136000,0.211458,6.03,0.6124305,2.1,23,10
1997-10-24,0.253125,0.227083,0.251302,0.251302,189840000,0.2375,6.03,0.6124305,2.1,24,10
1997-10-27,0.250521,0.211458,0.213542,0.213542,121824000,0.240104,6.03,0.6124305,2.1,27,10
1997-10-28,0.25,0.19375,0.247396,0.247396,234384000,0.195833,6.03,0.6124305,2.1,28,10
1997-10-29,0.275,0.25,0.269531,0.269531,142536000,0.257292,6.03,0.6124305,2.1,29,10
1997-10-30,0.267708,0.252083,0.25625,0.25625,95400000,0.260417,6.03,0.6124305,2.1,30,10
1997-10-31,0.272917,0.248438,0.254167,0.254167,100536000,0.268229,6.03,0.6124305,2.1,31,10
1997-11-03,0.260938,0.247396,0.253646,0.253646,39984000,0.260938,5.88,0.5920263,1.8,3,11
1997-11-04,0.252604,0.241146,0.247917,0.247917,47304000,0.25,5.88,0.5920263,1.8,4,11
1997-11-05,0.25599,0.24375,0.24375,0.24375,61872000,0.248958,5.88,0.5920263,1.8,5,11
1997-11-06,0.245833,0.231771,0.233073,0.233073,58272000,0.245833,5.88,0.5920263,1.8,6,11
1997-11-07,0.232031,0.219271,0.223958,0.223958,52536000,0.220833,5.88,0.5920263,1.8,7,11
1997-11-10,0.228125,0.210417,0.210417,0.210417,55296000,0.225,5.88,0.5920263,1.8,10,11
1997-11-11,0.215625,0.195833,0.197396,0.197396,86256000,0.21224,5.88,0.5920263,1.8,11,11
1997-11-12,0.209375,0.183333,0.188542,0.188542,173664000,0.188802,5.88,0.5920263,1.8,12,11
1997-11-13,0.198438,0.188542,0.192969,0.192969,85800000,0.197396,5.88,0.5920263,1.8,13,11
1997-11-14,0.210417,0.189063,0.208333,0.208333,117384000,0.196875,5.88,0.5920263,1.8,14,11
1997-11-17,0.227083,0.210938,0.21875,0.21875,147888000,0.211458,5.88,0.5920263,1.8,17,11
1997-11-18,0.223958,0.217188,0.220833,0.220833,37320000,0.21875,5.88,0.5920263,1.8,18,11
1997-11-19,0.226042,0.215625,0.225521,0.225521,50688000,0.220313,5.88,0.5920263,1.8,19,11
1997-11-20,0.230208,0.225521,0.229167,0.229167,118464000,0.228646,5.88,0.5920263,1.8,20,11
1997-11-21,0.229167,0.224479,0.224479,0.224479,52056000,0.227604,5.88,0.5920263,1.8,21,11
1997-11-24,0.220833,0.211458,0.211458,0.211458,40392000,0.21875,5.88,0.5920263,1.8,24,11
1997-11-25,0.216667,0.202083,0.210156,0.210156,66096000,0.211979,5.88,0.5920263,1.8,25,11
1997-11-26,0.220573,0.211979,0.213021,0.213021,32616000,0.211979,5.88,0.5920263,1.8,26,11
1997-11-28,0.216667,0.205729,0.20625,0.20625,32064000,0.213542,5.88,0.5920263,1.8,28,11
1997-12-01,0.21875,0.206771,0.213542,0.213542,47664000,0.211979,5.81,0.602785,1.7,1,12
1997-12-02,0.215104,0.208854,0.211719,0.211719,25248000,0.213021,5.81,0.602785,1.7,2,12
1997-12-03,0.21875,0.209375,0.218229,0.218229,25800000,0.209896,5.81,0.602785,1.7,3,12
1997-12-04,0.227604,0.219271,0.225,0.225,60768000,0.220052,5.81,0.602785,1.7,4,12
1997-12-05,0.229688,0.217708,0.229688,0.229688,53232000,0.221875,5.81,0.602785,1.7,5,12
1997-12-08,0.238542,0.226042,0.235417,0.235417,95328000,0.227083,5.81,0.602785,1.7,8,12
1997-12-09,0.238542,0.230208,0.234375,0.234375,26640000,0.233333,5.81,0.602785,1.7,9,12
1997-12-10,0.23125,0.219792,0.225521,0.225521,28896000,0.229167,5.81,0.602785,1.7,10,12
1997-12-11,0.241667,0.219792,0.234375,0.234375,100296000,0.219792,5.81,0.602785,1.7,11,12
1997-12-12,0.240104,0.220313,0.227083,0.227083,53448000,0.232292,5.81,0.602785,1.7,12,12
1997-12-15,0.233333,0.220313,0.229167,0.229167,33888000,0.229167,5.81,0.602785,1.7,15,12
1997-12-16,0.232292,0.222917,0.222917,0.222917,33744000,0.232292,5.81,0.602785,1.7,16,12
1997-12-17,0.222917,0.21276,0.219531,0.219531,122808000,0.21875,5.81,0.602785,1.7,17,12
1997-12-18,0.221354,0.211458,0.214583,0.214583,64080000,0.217708,5.81,0.602785,1.7,18,12
1997-12-19,0.226042,0.208333,0.225,0.225,95064000,0.211458,5.81,0.602785,1.7,19,12
1997-12-22,0.239063,0.221615,0.234896,0.234896,87048000,0.225,5.81,0.602785,1.7,22,12
1997-12-23,0.236979,0.23125,0.23125,0.23125,23544000,0.234375,5.81,0.602785,1.7,23,12
1997-12-24,0.235417,0.223438,0.230208,0.230208,46728000,0.23125,5.81,0.602785,1.7,24,12
1997-12-26,0.232292,0.224479,0.226042,0.226042,9744000,0.228125,5.81,0.602785,1.7,26,12
1997-12-29,0.239063,0.226563,0.2375,0.2375,51048000,0.229167,5.81,0.602785,1.7,29,12
1997-12-30,0.245313,0.239063,0.242448,0.242448,125712000,0.241667,5.81,0.602785,1.7,30,12
1997-12-31,0.252083,0.242188,0.251042,0.251042,88920000,0.24375,5.81,0.602785,1.7,31,12
1998-01-02,0.25,0.239844,0.247917,0.247917,33216000,0.25,5.54,0.6106714,1.6,2,1
1998-01-05,0.246875,0.235417,0.2375,0.2375,71808000,0.244271,5.54,0.6106714,1.6,5,1
1998-01-06,0.24375,0.233333,0.241927,0.241927,83496000,0.234896,5.54,0.6106714,1.6,6,1
1998-01-07,0.241667,0.234635,0.239063,0.239063,54504000,0.241667,5.54,0.6106714,1.6,7,1
1998-01-08,0.235156,0.226563,0.230729,0.230729,120312000,0.234896,5.54,0.6106714,1.6,8,1
1998-01-09,0.233333,0.211458,0.213021,0.213021,132864000,0.233333,5.54,0.6106714,1.6,9,1
1998-01-12,0.219271,0.207292,0.215104,0.215104,148032000,0.208333,5.54,0.6106714,1.6,12,1
1998-01-13,0.233333,0.216146,0.232292,0.232292,146424000,0.217188,5.54,0.6106714,1.6,13,1
1998-01-14,0.24375,0.23125,0.24375,0.24375,170112000,0.232813,5.54,0.6106714,1.6,14,1
1998-01-15,0.250521,0.239583,0.247656,0.247656,120288000,0.239583,5.54,0.6106714,1.6,15,1
1998-01-16,0.248958,0.238542,0.239583,0.239583,51264000,0.247917,5.54,0.6106714,1.6,16,1
1998-01-20,0.250521,0.240625,0.247656,0.247656,109344000,0.241146,5.54,0.6106714,1.6,20,1
1998-01-21,0.258333,0.24375,0.253646,0.253646,174768000,0.246875,5.54,0.6106714,1.6,21,1
1998-01-22,0.263542,0.251042,0.256771,0.256771,189432000,0.253646,5.54,0.6106714,1.6,22,1
1998-01-23,0.267188,0.246875,0.246875,0.246875,182376000,0.267188,5.54,0.6106714,1.6,23,1
1998-01-26,0.249479,0.236979,0.240625,0.240625,94248000,0.248958,5.54,0.6106714,1.6,26,1
1998-01-27,0.243229,0.233333,0.2375,0.2375,82080000,0.240885,5.54,0.6106714,1.6,27,1
1998-01-28,0.241667,0.23125,0.238542,0.238542,105864000,0.2375,5.54,0.6106714,1.6,28,1
1998-01-29,0.249479,0.239063,0.247917,0.247917,96720000,0.239583,5.54,0.6106714,1.6,29,1
1998-01-30,0.253125,0.244271,0.245833,0.245833,74448000,0.25,5.54,0.6106714,1.6,30,1
1998-02-02,0.260417,0.246875,0.259896,0.259896,138264000,0.247396,5.57,0.609465,1.4,2,2
1998-02-03,0.2625,0.254688,0.257552,0.257552,88584000,0.259375,5.57,0.609465,1.4,3,2
1998-02-04,0.259375,0.252604,0.253125,0.253125,24696000,0.253125,5.57,0.609465,1.4,4,2
1998-02-05,0.255729,0.24375,0.246875,0.246875,116640000,0.255729,5.57,0.609465,1.4,5,2
1998-02-06,0.251042,0.24375,0.245313,0.245313,42456000,0.246354,5.57,0.609465,1.4,6,2
1998-02-09,0.247917,0.238542,0.242708,0.242708,52536000,0.245833,5.57,0.609465,1.4,9,2
1998-02-10,0.265885,0.241667,0.265104,0.265104,245928000,0.24375,5.57,0.609465,1.4,10,2
1998-02-11,0.273177,0.264063,0.264583,0.264583,129480000,0.264583,5.57,0.609465,1.4,11,2
1998-02-12,0.265104,0.259375,0.263021,0.263021,60720000,0.263542,5.57,0.609465,1.4,12,2
1998-02-13,0.263542,0.257292,0.259375,0.259375,168408000,0.2625,5.57,0.609465,1.4,13,2
1998-02-17,0.260938,0.253646,0.257292,0.257292,47520000,0.260938,5.57,0.609465,1.4,17,2
1998-02-18,0.257292,0.252604,0.253646,0.253646,59424000,0.257292,5.57,0.609465,1.4,18,2
1998-02-19,0.264583,0.254167,0.261458,0.261458,88728000,0.255469,5.57,0.609465,1.4,19,2
1998-02-20,0.264583,0.255729,0.263542,0.263542,54072000,0.261458,5.57,0.609465,1.4,20,2
1998-02-23,0.270833,0.260417,0.270313,0.270313,79560000,0.264583,5.57,0.609465,1.4,23,2
1998-02-24,0.283854,0.267708,0.270313,0.270313,278904000,0.270833,5.57,0.609465,1.4,24,2
1998-02-25,0.277083,0.263021,0.274479,0.274479,134904000,0.273438,5.57,0.609465,1.4,25,2
1998-02-26,0.304167,0.271875,0.303125,0.303125,307464000,0.273177,5.57,0.609465,1.4,26,2
1998-02-27,0.331771,0.299219,0.320833,0.320833,494136000,0.301042,5.57,0.609465,1.4,27,2
1998-03-02,0.321875,0.3125,0.317708,0.317708,219144000,0.316146,5.65,0.60165,1.4,2,3
1998-03-03,0.315625,0.297917,0.298958,0.298958,160320000,0.314583,5.65,0.60165,1.4,3,3
1998-03-04,0.309375,0.291667,0.30599,0.30599,146280000,0.3,5.65,0.60165,1.4,4,3
1998-03-05,0.325781,0.296875,0.3125,0.3125,240024000,0.298958,5.65,0.60165,1.4,5,3
1998-03-06,0.320833,0.307292,0.319792,0.319792,117744000,0.315104,5.65,0.60165,1.4,6,3
1998-03-09,0.357292,0.319792,0.347917,0.347917,461112000,0.320313,5.65,0.60165,1.4,9,3
1998-03-10,0.367708,0.345313,0.346289,0.346289,495000000,0.35625,5.65,0.60165,1.4,10,3
1998-03-11,0.34375,0.326042,0.331771,0.331771,246984000,0.341667,5.65,0.60165,1.4,11,3
1998-03-12,0.338021,0.321354,0.327083,0.327083,195984000,0.328125,5.65,0.60165,1.4,12,3
1998-03-13,0.336979,0.323958,0.327865,0.327865,130464000,0.331771,5.65,0.60165,1.4,13,3
1998-03-16,0.336458,0.329167,0.329167,0.329167,66240000,0.33151,5.65,0.60165,1.4,16,3
1998-03-17,0.334375,0.324479,0.332813,0.332813,62016000,0.332292,5.65,0.60165,1.4,17,3
1998-03-18,0.357292,0.330208,0.355469,0.355469,273192000,0.330208,5.65,0.60165,1.4,18,3
1998-03-19,0.364583,0.348958,0.35,0.35,242304000,0.355729,5.65,0.60165,1.4,19,3
1998-03-20,0.353646,0.346354,0.35,0.35,128256000,0.35,5.65,0.60165,1.4,20,3
1998-03-23,0.353125,0.344792,0.349219,0.349219,60096000,0.348177,5.65,0.60165,1.4,23,3
1998-03-24,0.361458,0.34375,0.351042,0.351042,113616000,0.34375,5.65,0.60165,1.4,24,3
1998-03-25,0.357292,0.3375,0.340365,0.340365,225792000,0.354167,5.65,0.60165,1.4,25,3
1998-03-26,0.348958,0.33125,0.344792,0.344792,157560000,0.340625,5.65,0.60165,1.4,26,3
1998-03-27,0.363021,0.344792,0.354167,0.354167,152928000,0.351042,5.65,0.60165,1.4,27,3
1998-03-30,0.364583,0.354688,0.357813,0.357813,110016000,0.357813,5.65,0.60165,1.4,30,3
1998-03-31,0.360417,0.348958,0.35638,0.35638,131304000,0.355729,5.65,0.60165,1.4,31,3
1998-04-01,0.376563,0.35013,0.375521,0.375521,289032000,0.355208,5.64,0.5978,1.4,1,4
1998-04-02,0.403125,0.373958,0.396094,0.396094,332856000,0.379688,5.64,0.5978,1.4,2,4
1998-04-03,0.401563,0.384375,0.3875,0.3875,233880000,0.401042,5.64,0.5978,1.4,3,4
1998-04-06,0.394792,0.367708,0.369271,0.369271,220488000,0.392708,5.64,0.5978,1.4,6,4
1998-04-07,0.363542,0.353125,0.358333,0.358333,232680000,0.3625,5.64,0.5978,1.4,7,4
1998-04-08,0.373958,0.35625,0.369271,0.369271,226296000,0.359896,5.64,0.5978,1.4,8,4
1998-04-09,0.4,0.381771,0.396875,0.396875,320688000,0.384896,5.64,0.5978,1.4,9,4
1998-04-13,0.401042,0.383333,0.392969,0.392969,219600000,0.395313,5.64,0.5978,1.4,13,4
1998-04-14,0.416146,0.388542,0.404948,0.404948,326472000,0.391146,5.64,0.5978,1.4,14,4
1998-04-15,0.416667,0.39375,0.400521,0.400521,223848000,0.408333,5.64,0.5978,1.4,15,4
1998-04-16,0.413802,0.388281,0.410417,0.410417,324888000,0.400521,5.64,0.5978,1.4,16,4
1998-04-17,0.405208,0.39375,0.395313,0.395313,140712000,0.399219,5.64,0.5978,1.4,17,4
1998-04-20,0.414583,0.390625,0.392708,0.392708,179592000,0.397396,5.64,0.5978,1.4,20,4
1998-04-21,0.397396,0.379688,0.38776,0.38776,167088000,0.396875,5.64,0.5978,1.4,21,4
1998-04-22,0.390104,0.3625,0.363542,0.363542,226032000,0.388542,5.64,0.5978,1.4,22,4
1998-04-23,0.3625,0.335417,0.3375,0.3375,245064000,0.3625,5.64,0.5978,1.4,23,4
1998-04-24,0.365625,0.339583,0.353646,0.353646,335712000,0.341667,5.64,0.5978,1.4,24,4
1998-04-27,0.352604,0.321354,0.344792,0.344792,377712000,0.347396,5.64,0.5978,1.4,27,4
1998-04-28,0.414583,0.371094,0.398438,0.398438,1391880000,0.386979,5.64,0.5978,1.4,28,4
1998-04-29,0.410938,0.390104,0.397917,0.397917,633144000,0.405208,5.64,0.5978,1.4,29,4
1998-04-30,0.408333,0.377083,0.382292,0.382292,449712000,0.40625,5.64,0.5978,1.4,30,4
1998-05-01,0.396354,0.377083,0.39375,0.39375,186144000,0.386458,5.65,0.6115667,1.7,1,5
1998-05-04,0.399479,0.389063,0.396875,0.396875,154704000,0.395833,5.65,0.6115667,1.7,4,5
1998-05-05,0.397917,0.388021,0.390495,0.390495,119976000,0.391667,5.65,0.6115667,1.7,5,5
1998-05-06,0.391667,0.375521,0.376563,0.376563,148776000,0.391667,5.65,0.6115667,1.7,6,5
1998-05-07,0.3875,0.367708,0.379167,0.379167,277752000,0.379167,5.65,0.6115667,1.7,7,5
1998-05-08,0.386458,0.372917,0.384896,0.384896,95856000,0.380208,5.65,0.6115667,1.7,8,5
1998-05-11,0.3875,0.360417,0.361979,0.361979,227448000,0.38724,5.65,0.6115667,1.7,11,5
1998-05-12,0.383073,0.360938,0.380729,0.380729,232728000,0.365625,5.65,0.6115667,1.7,12,5
1998-05-13,0.391667,0.373958,0.386979,0.386979,278880000,0.377083,5.65,0.6115667,1.7,13,5
1998-05-14,0.394271,0.379167,0.38151,0.38151,172008000,0.383333,5.65,0.6115667,1.7,14,5
1998-05-15,0.385417,0.372917,0.373438,0.373438,92568000,0.382813,5.65,0.6115667,1.7,15,5
1998-05-18,0.377604,0.361458,0.366927,0.366927,132360000,0.375,5.65,0.6115667,1.7,18,5
1998-05-19,0.377604,0.371875,0.376563,0.376563,68472000,0.373438,5.65,0.6115667,1.7,19,5
1998-05-20,0.38125,0.367708,0.369271,0.369271,80976000,0.376563,5.65,0.6115667,1.7,20,5
1998-05-21,0.375,0.363802,0.369792,0.369792,68064000,0.372917,5.65,0.6115667,1.7,21,5
1998-05-22,0.369271,0.35625,0.358333,0.358333,117240000,0.368229,5.65,0.6115667,1.7,22,5
1998-05-26,0.361979,0.336979,0.341146,0.341146,217680000,0.358594,5.65,0.6115667,1.7,26,5
1998-05-27,0.364063,0.332292,0.360938,0.360938,464688000,0.334896,5.65,0.6115667,1.7,27,5
1998-05-28,0.365625,0.355208,0.358073,0.358073,188256000,0.363542,5.65,0.6115667,1.7,28,5
